day,well,type,n,sample,nutrients,dreissena,tea,lagerheimia,synechococcus,phyto,replicate,day_0_chlA,day_0_phycocyanin,day_1_chlA,day_1_phycocyanin,day_2_chlA,day_2_phycocyanin,day_7_chlA,day_7_phycocyanin,Dreissena_length,cells_per_ml
1,D06,algae,575,42,0,0,1,1,1,SL,3,29,82,37,154,44,118,26,24,NA,23e3
1,D06,background,657,42,0,0,1,1,1,SL,3,29,82,37,154,44,118,26,24,NA,26280
1,D07,algae,78,43,0,0,0,0,1,S,1,12,158,18,107,16,45,10,19,NA,3120
1,D07,background,538,43,0,0,0,0,1,S,1,12,158,18,107,16,45,10,19,NA,21520
1,D08,algae,177,44,0,1,1,0,1,S,1,16,160,25,176,35,184,44,10,14.87,7080
1,D08,background,814,44,0,1,1,0,1,S,1,16,160,25,176,35,184,44,10,14.87,32560
1,D09,algae,271,45,0,1,1,1,0,L,3,35,6,19,4,16,3,30,6,16.03,10840
1,D09,background,157,45,0,1,1,1,0,L,3,35,6,19,4,16,3,30,6,16.03,6280
1,D10,algae,559,46,0,0,1,1,1,SL,2,29,80,38,152,45,140,27,23,NA,22360
1,D10,background,720,46,0,0,1,1,1,SL,2,29,80,38,152,45,140,27,23,NA,28800
1,D11,algae,102,47,1,1,1,0,1,S,3,24,265,41,331,62,390,50,11,12.16,4080
1,D11,background,633,47,1,1,1,0,1,S,3,24,265,41,331,62,390,50,11,12.16,25320
1,D12,algae,77,48,1,0,1,0,1,S,2,25,265,43,336,56,385,17,48,NA,3080
1,D12,background,849,48,1,0,1,0,1,S,2,25,265,43,336,56,385,17,48,NA,33960
1,E01,algae,582,49,0,0,1,1,1,SL,4,27,85,40,153,31,123,23,25,NA,23280
1,E01,background,779,49,0,0,1,1,1,SL,4,27,85,40,153,31,123,23,25,NA,31160
1,E02,algae,187,50,0,1,1,0,1,S,3,15,168,31,193,24,84,28,31,15.22,7480
1,E02,background,1365,50,0,1,1,0,1,S,3,15,168,31,193,24,84,28,31,15.22,54600
1,E03,algae,609,51,1,1,0,1,0,L,2,46,6,40,5,30,5,69,7,12.51,24360
1,E03,background,435,51,1,1,0,1,0,L,2,46,6,40,5,30,5,69,7,12.51,17400
1,E04,algae,342,52,1,1,0,1,1,SL,2,33,129,31,111,27,83,17,5,13.37,13680
1,E04,background,491,52,1,1,0,1,1,SL,2,33,129,31,111,27,83,17,5,13.37,19640
1,E05,algae,913,53,1,0,0,1,0,L,2,42,5,49,6,42,6,45,6,NA,36520
1,E05,background,781,53,1,0,0,1,0,L,2,42,5,49,6,42,6,45,6,NA,31240
1,E06,algae,83,54,1,0,0,0,1,S,3,22,261,39,308,46,307,17,60,NA,3320
1,E06,background,500,54,1,0,0,0,1,S,3,22,261,39,308,46,307,17,60,NA,2e4
1,E07,algae,780,55,0,0,1,1,0,L,2,35,23,37,5,32,4,36,5,NA,31200
1,E07,background,261,55,0,0,1,1,0,L,2,35,23,37,5,32,4,36,5,NA,10440
1,E08,algae,59,56,0,0,1,0,1,S,3,14,154,24,160,17,55,9,23,NA,2360
1,E08,background,603,56,0,0,1,0,1,S,3,14,154,24,160,17,55,9,23,NA,24120
1,E09,algae,330,57,1,1,1,1,0,L,3,42,5,33,5,22,4,53,14,11.27,13200
1,E09,background,217,57,1,1,1,1,0,L,3,42,5,33,5,22,4,53,14,11.27,8680
1,E10,algae,512,58,0,0,0,1,1,SL,4,26,79,35,114,35,89,23,11,NA,20480
1,E10,background,943,58,0,0,0,1,1,SL,4,26,79,35,114,35,89,23,11,NA,37720
1,E11,algae,67,59,0,0,0,0,1,S,2,13,158,16,109,15,42,10,18,NA,2680
1,E11,background,715,59,0,0,0,0,1,S,2,13,158,16,109,15,42,10,18,NA,28600
1,E12,algae,193,60,0,1,1,1,1,SL,3,23,77,16,35,16,43,13,12,16.7,7720
1,E12,background,233,60,0,1,1,1,1,SL,3,23,77,16,35,16,43,13,12,16.7,9320
1,F01,algae,873,61,0,0,0,1,0,L,2,41,5,37,4,27,5,33,4,NA,34920
1,F01,background,760,61,0,0,0,1,0,L,2,41,5,37,4,27,5,33,4,NA,30400
1,F02,algae,464,62,0,0,1,1,0,L,3,35,6,25,3,34,5,38,5,NA,18560
1,F02,background,266,62,0,0,1,1,0,L,3,35,6,25,3,34,5,38,5,NA,10640
1,F03,algae,61,63,0,0,0,0,1,S,4,13,160,16,107,15,42,9,18,NA,2440
1,F03,background,777,63,0,0,0,0,1,S,4,13,160,16,107,15,42,9,18,NA,31080
1,F04,algae,79,64,0,0,1,0,1,S,1,14,165,23,154,16,54,10,21,NA,3160
1,F04,background,589,64,0,0,1,0,1,S,1,14,165,23,154,16,54,10,21,NA,23560
1,F05,algae,156,65,0,1,1,1,0,L,2,39,4,19,3,24,4,16,3,13.87,6240
1,F05,background,102,65,0,1,1,1,0,L,2,39,4,19,3,24,4,16,3,13.87,4080
1,F06,algae,346,66,1,1,1,1,1,SL,3,30,126,37,152,46,214,40,11,16.1,13840
1,F06,background,893,66,1,1,1,1,1,SL,3,30,126,37,152,46,214,40,11,16.1,35720
1,F07,algae,544,67,1,0,1,1,0,L,1,43,5,32,5,19,2,41,4,NA,21760
1,F07,background,231,67,1,0,1,1,0,L,1,43,5,32,5,19,2,41,4,NA,9240
1,F08,algae,129,68,1,1,1,0,1,S,4,23,246,35,275,47,349,26,8,14.52,5160
1,F08,background,763,68,1,1,1,0,1,S,4,23,246,35,275,47,349,26,8,14.52,30520
1,F09,algae,669,69,1,0,0,1,0,L,1,43,4,33,5,34,4,48,5,NA,26760
1,F09,background,645,69,1,0,0,1,0,L,1,43,4,33,5,34,4,48,5,NA,25800
1,F10,algae,393,70,0,0,0,1,1,SL,1,26,79,31,116,36,105,24,18,NA,15720
1,F10,background,825,70,0,0,0,1,1,SL,1,26,79,31,116,36,105,24,18,NA,33e3
1,F11,algae,440,71,1,0,1,1,1,SL,4,35,126,38,173,62,284,43,58,NA,17600
1,F11,background,809,71,1,0,1,1,1,SL,4,35,126,38,173,62,284,43,58,NA,32360
1,F12,algae,196,72,0,1,0,1,1,SL,4,26,76,27,111,38,194,16,5,14.73,7840
1,F12,background,510,72,0,1,0,1,1,SL,4,26,76,27,111,38,194,16,5,14.73,20400
1,G01,algae,138,73,1,0,0,0,1,S,2,23,253,36,287,44,315,19,55,NA,5520
1,G01,background,591,73,1,0,0,0,1,S,2,23,253,36,287,44,315,19,55,NA,23640
1,G02,algae,428,74,0,1,1,1,0,L,1,36,4,23,4,15,3,51,6,14.03,17120
1,G02,background,275,74,0,1,1,1,0,L,1,36,4,23,4,15,3,51,6,14.03,11e3
1,G03,algae,576,75,0,0,1,1,0,L,1,37,6,25,4,30,4,25,5,NA,23040
1,G03,background,277,75,0,0,1,1,0,L,1,37,6,25,4,30,4,25,5,NA,11080
1,G04,algae,671,76,1,0,1,1,0,L,3,45,5,33,4,33,5,37,3,NA,26840
1,G04,background,365,76,1,0,1,1,0,L,3,45,5,33,4,33,5,37,3,NA,14600
1,G05,algae,77,77,1,1,0,0,1,S,1,24,257,39,308,50,332,98,13,13.7,3080
1,G05,background,467,77,1,1,0,0,1,S,1,24,257,39,308,50,332,98,13,13.7,18680
1,G06,algae,407,78,1,1,0,1,0,L,1,43,5,24,4,33,3,12,2,14.39,16280
1,G06,background,294,78,1,1,0,1,0,L,1,43,5,24,4,33,3,12,2,14.39,11760
1,G07,algae,321,79,0,0,0,1,1,SL,3,25,76,31,115,36,89,24,20,NA,12840
1,G07,background,593,79,0,0,0,1,1,SL,3,25,76,31,115,36,89,24,20,NA,23720
1,G08,algae,209,80,0,1,0,1,0,L,1,35,NA,27,5,28,4,35,4,15.54,8360
1,G08,background,137,80,0,1,0,1,0,L,1,35,NA,27,5,28,4,35,4,15.54,5480
1,G09,algae,833,81,1,0,1,1,0,L,4,40,NA,40,5,48,7,43,5,NA,33320
1,G09,background,539,81,1,0,1,1,0,L,4,40,NA,40,5,48,7,43,5,NA,21560
1,G10,algae,214,82,1,1,1,1,1,SL,1,22,NA,20,45,21,49,47,7,17.68,8560
1,G10,background,308,82,1,1,1,1,1,SL,1,22,NA,20,45,21,49,47,7,17.68,12320
1,G11,algae,141,83,1,1,0,0,1,S,4,16,NA,18,92,17,80,27,6,15.7,5640
1,G11,background,436,83,1,1,0,0,1,S,4,16,NA,18,92,17,80,27,6,15.7,17440
1,G12,algae,416,84,0,1,1,1,0,L,4,31,6,16,3,16,3,15,5,13.15,16640
1,G12,background,329,84,0,1,1,1,0,L,4,31,6,16,3,16,3,15,5,13.15,13160
1,H01,algae,852,85,0,0,0,1,0,L,3,34,5,37,6,34,4,29,4,NA,34080
1,H01,background,741,85,0,0,0,1,0,L,3,34,5,37,6,34,4,29,4,NA,29640
1,H02,algae,263,86,0,1,0,1,1,SL,3,26,75,24,91,27,114,12,5,13.8,10520
1,H02,background,722,86,0,1,0,1,1,SL,3,26,75,24,91,27,114,12,5,13.8,28880
1,H03,algae,893,87,0,0,0,1,0,L,4,36,5,34,5,31,5,27,5,NA,35720
1,H03,background,758,87,0,0,0,1,0,L,4,36,5,34,5,31,5,27,5,NA,30320
1,H04,algae,92,88,0,0,1,0,1,S,2,15,165,24,147,18,52,9,24,NA,3680
1,H04,background,749,88,0,0,1,0,1,S,2,15,165,24,147,18,52,9,24,NA,29960
1,H05,algae,255,89,1,1,0,1,0,L,4,40,5,30,5,18,3,107,10,12.79,10200
1,H05,background,234,89,1,1,0,1,0,L,4,40,5,30,5,18,3,107,10,12.79,9360
1,H06,algae,103,90,1,1,0,0,1,S,2,21,238,21,176,33,224,19,6,11.64,4120
1,H06,background,583,90,1,1,0,0,1,S,2,21,238,21,176,33,224,19,6,11.64,23320
1,H07,algae,595,91,1,0,0,1,1,SL,4,33,128,37,140,53,208,32,70,NA,23800
1,H07,background,1786,91,1,0,0,1,1,SL,4,33,128,37,140,53,208,32,70,NA,71440
1,H08,algae,92,92,1,1,1,0,1,S,2,25,255,36,284,51,363,27,12,14.68,3680
1,H08,background,607,92,1,1,1,0,1,S,2,25,255,36,284,51,363,27,12,14.68,24280
1,H09,algae,459,93,1,0,0,1,1,SL,3,34,NA,39,143,56,224,38,70,NA,18360
1,H09,background,1057,93,1,0,0,1,1,SL,3,34,NA,39,143,56,224,38,70,NA,42280
1,H10,algae,274,94,0,1,1,1,1,SL,4,27,NA,26,103,33,133,20,6,14.18,10960
1,H10,background,536,94,0,1,1,1,1,SL,4,27,NA,26,103,33,133,20,6,14.18,21440
1,H11,algae,568,95,1,0,1,1,1,SL,1,33,NA,43,169,59,257,40,59,NA,22720
1,H11,background,1353,95,1,0,1,1,1,SL,1,33,NA,43,169,59,257,40,59,NA,54120
1,H12,algae,375,96,0,1,1,1,1,SL,1,26,NA,36,139,48,170,14,7,11.29,15e3
1,H12,background,859,96,0,1,1,1,1,SL,1,26,NA,36,139,48,170,14,7,11.29,34360
2,A01,algae,474,1,0,0,0,1,1,SL,2,24,77,36,116,38,93,27,21,NA,18960
2,A01,background,843,1,0,0,0,1,1,SL,2,24,77,36,116,38,93,27,21,NA,33720
2,A02,algae,409,2,1,0,0,1,1,SL,1,34,128,43,147,36,191,34,72,NA,16360
2,A02,background,1285,2,1,0,0,1,1,SL,1,34,128,43,147,36,191,34,72,NA,51400
2,A03,algae,69,3,0,1,0,0,1,S,2,12,158,24,178,20,92,17,8,14.49,2760
2,A03,background,726,3,0,1,0,0,1,S,2,12,158,24,178,20,92,17,8,14.49,29040
2,A04,algae,159,4,1,1,0,1,0,L,3,36,5,20,3,21,3,16,4,15.06,6360
2,A04,background,123,4,1,1,0,1,0,L,3,36,5,20,3,21,3,16,4,15.06,4920
2,A05,algae,455,5,0,1,0,1,1,SL,1,23,70,17,18,19,28,13,5,12.37,18200
2,A05,background,350,5,0,1,0,1,1,SL,1,23,70,17,18,19,28,13,5,12.37,14e3
2,A06,algae,141,6,0,1,0,0,1,S,4,12,148,17,98,22,45,13,5,12.87,5640
2,A06,background,147,6,0,1,0,0,1,S,4,12,148,17,98,22,45,13,5,12.87,5880
2,A07,algae,272,7,1,0,1,0,1,S,4,24,265,42,337,45,325,16,60,NA,10880
2,A07,background,1919,7,1,0,1,0,1,S,4,24,265,42,337,45,325,16,60,NA,76760
2,A08,algae,220,8,0,1,0,1,0,L,4,37,4,15,4,23,5,26,5,16.08,8800
2,A08,background,225,8,0,1,0,1,0,L,4,37,4,15,4,23,5,26,5,16.08,9e3
2,A09,algae,493,9,1,1,0,1,1,SL,4,33,126,29,144,56,210,24,5,14.23,19720
2,A09,background,588,9,1,1,0,1,1,SL,4,33,126,29,144,56,210,24,5,14.23,23520
2,A10,algae,962,10,1,0,0,1,0,L,4,40,5,42,5,43,7,42,5,NA,38480
2,A10,background,854,10,1,0,0,1,0,L,4,40,5,42,5,43,7,42,5,NA,34160
2,A11,algae,68,11,1,0,1,0,1,S,1,23,263,44,341,46,323,15,57,NA,2720
2,A11,background,903,11,1,0,1,0,1,S,1,23,263,44,341,46,323,15,57,NA,36120
2,A12,algae,20,12,0,0,0,0,1,S,3,12,158,18,110,15,46,10,17,NA,800
2,A12,background,688,12,0,0,0,0,1,S,3,12,158,18,110,15,46,10,17,NA,27520
2,B01,algae,432,13,1,0,0,0,1,S,1,22,264,38,301,46,314,17,57,NA,17280
2,B01,background,1481,13,1,0,0,0,1,S,1,22,264,38,301,46,314,17,57,NA,59240
2,B02,algae,1006,14,1,0,0,1,0,L,3,42,5,45,5,50,5,44,5,NA,40240
2,B02,background,919,14,1,0,0,1,0,L,3,42,5,45,5,50,5,44,5,NA,36760
2,B03,algae,343,15,1,1,1,1,0,L,2,47,5,35,4,19,4,38,7,17.34,13720
2,B03,background,116,15,1,1,1,1,0,L,2,47,5,35,4,19,4,38,7,17.34,4640
2,B04,algae,234,16,1,1,1,1,0,L,1,37,5,24,4,26,4,14,5,12.38,9360
2,B04,background,176,16,1,1,1,1,0,L,1,37,5,24,4,26,4,14,5,12.38,7040
2,B05,algae,87,17,1,0,1,1,1,SL,2,33,130,43,163,60,252,42,58,NA,3480
2,B05,background,57,17,1,0,1,1,1,SL,2,33,130,43,163,60,252,42,58,NA,2280
2,B06,algae,200,18,1,1,0,1,1,SL,1,25,104,17,33,16,32,14,4,12.33,8e3
2,B06,background,305,18,1,1,0,1,1,SL,1,25,104,17,33,16,32,14,4,12.33,12200
2,B07,algae,920,19,0,0,1,1,0,L,4,36,4,40,4,40,4,32,4,NA,36800
2,B07,background,506,19,0,0,1,1,0,L,4,36,4,40,4,40,4,32,4,NA,20240
2,B08,algae,47,20,0,1,1,0,1,S,2,15,142,24,197,29,161,22,6,15.22,1880
2,B08,background,389,20,0,1,1,0,1,S,2,15,142,24,197,29,161,22,6,15.22,15560
2,B09,algae,382,21,0,1,0,1,0,L,2,32,5,35,5,24,4,15,3,11.74,15280
2,B09,background,224,21,0,1,0,1,0,L,2,32,5,35,5,24,4,15,3,11.74,8960
2,B10,algae,27,22,1,1,0,0,1,S,3,18,229,15,69,11,22,18,4,12.87,1080
2,B10,background,120,22,1,1,0,0,1,S,3,18,229,15,69,11,22,18,4,12.87,4800
2,B11,algae,816,23,0,0,0,1,0,L,1,34,4,38,5,38,5,39,5,NA,32640
2,B11,background,1650,23,0,0,0,1,0,L,1,34,4,38,5,38,5,39,5,NA,66e3
2,B12,algae,239,24,1,1,1,1,1,SL,2,34,126,42,162,48,205,44,11,12.59,9560
2,B12,background,209,24,1,1,1,1,1,SL,2,34,126,42,162,48,205,44,11,12.59,8360
2,C01,algae,296,25,1,1,1,1,1,SL,4,29,121,36,121,35,93,26,7,15.27,11840
2,C01,background,832,25,1,1,1,1,1,SL,4,29,121,36,121,35,93,26,7,15.27,33280
2,C02,algae,99,26,0,1,1,0,1,S,4,13,150,15,68,15,40,12,3,13.62,3960
2,C02,background,286,26,0,1,1,0,1,S,4,13,150,15,68,15,40,12,3,13.62,11440
2,C03,algae,137,27,0,0,1,0,1,S,4,14,161,25,167,19,60,12,27,NA,5480
2,C03,background,1167,27,0,0,1,0,1,S,4,14,161,25,167,19,60,12,27,NA,46680
2,C04,algae,308,28,1,0,1,0,1,S,3,25,263,42,352,48,347,18,70,NA,12320
2,C04,background,3750,28,1,0,1,0,1,S,3,25,263,42,352,48,347,18,70,NA,15e4
2,C05,algae,477,29,0,1,0,1,0,L,3,35,5,34,4,26,6,14,2,14.74,19080
2,C05,background,271,29,0,1,0,1,0,L,3,35,5,34,4,26,6,14,2,14.74,10840
2,C06,algae,332,30,0,1,0,0,1,S,1,13,164,27,204,38,233,28,11,12.7,13280
2,C06,background,1081,30,0,1,0,0,1,S,1,13,164,27,204,38,233,28,11,12.7,43240
2,C07,algae,235,31,1,1,1,0,1,S,1,21,266,41,329,51,357,36,11,12.91,9400
2,C07,background,2141,31,1,1,1,0,1,S,1,21,266,41,329,51,357,36,11,12.91,85640
2,C08,algae,576,32,1,1,1,1,0,L,4,39,7,38,4,25,4,69,5,15.32,23040
2,C08,background,290,32,1,1,1,1,0,L,4,39,7,38,4,25,4,69,5,15.32,11600
2,C09,algae,160,33,0,1,0,1,1,SL,2,25,72,17,30,15,23,15,4,13.46,6400
2,C09,background,276,33,0,1,0,1,1,SL,2,25,72,17,30,15,23,15,4,13.46,11040
2,C10,algae,203,34,1,1,0,1,1,SL,3,24,108,31,121,35,133,22,5,14.21,8120
2,C10,background,744,34,1,1,0,1,1,SL,3,24,108,31,121,35,133,22,5,14.21,29760
2,C11,algae,296,35,0,1,1,1,1,SL,2,26,79,37,154,43,164,16,7,13.81,11840
2,C11,background,563,35,0,1,1,1,1,SL,2,26,79,37,154,43,164,16,7,13.81,22520
2,C12,algae,774,36,1,0,1,1,0,L,2,42,5,46,6,49,5,53,6,NA,30960
2,C12,background,189,36,1,0,1,1,0,L,2,42,5,46,6,49,5,53,6,NA,7560
2,D01,algae,850,37,1,0,1,1,1,SL,3,35,127,46,172,62,254,46,64,NA,34e3
2,D01,background,891,37,1,0,1,1,1,SL,3,35,127,46,172,62,254,46,64,NA,35640
2,D02,algae,46,38,0,1,0,0,1,S,3,13,127,9,45,12,38,16,4,14.94,1840
2,D02,background,146,38,0,1,0,0,1,S,3,13,127,9,45,12,38,16,4,14.94,5840
2,D03,algae,859,39,0,0,1,1,1,SL,1,28,83,38,147,41,111,25,26,NA,34360
2,D03,background,1813,39,0,0,1,1,1,SL,1,28,83,38,147,41,111,25,26,NA,72520
2,D04,algae,288,40,1,0,0,0,1,S,4,21,258,39,302,48,309,17,58,NA,11520
2,D04,background,1759,40,1,0,0,0,1,S,4,21,258,39,302,48,309,17,58,NA,70360
2,D05,algae,804,41,1,0,0,1,1,SL,2,32,130,40,146,53,207,35,67,NA,32160
2,D05,background,1662,41,1,0,0,1,1,SL,2,32,130,40,146,53,207,35,67,NA,66480
2,D06,algae,610,42,0,0,1,1,1,SL,3,29,82,37,154,44,118,26,24,NA,24400
2,D06,background,1261,42,0,0,1,1,1,SL,3,29,82,37,154,44,118,26,24,NA,50440
2,D07,algae,110,43,0,0,0,0,1,S,1,12,158,18,107,16,45,10,19,NA,4400
2,D07,background,1081,43,0,0,0,0,1,S,1,12,158,18,107,16,45,10,19,NA,43240
2,D08,algae,272,44,0,1,1,0,1,S,1,16,160,25,176,35,184,44,10,14.87,10880
2,D08,background,619,44,0,1,1,0,1,S,1,16,160,25,176,35,184,44,10,14.87,24760
2,D09,algae,199,45,0,1,1,1,0,L,3,35,6,19,4,16,3,30,6,16.03,7960
2,D09,background,63,45,0,1,1,1,0,L,3,35,6,19,4,16,3,30,6,16.03,2520
2,D10,algae,563,46,0,0,1,1,1,SL,2,29,80,38,152,45,140,27,23,NA,22520
2,D10,background,901,46,0,0,1,1,1,SL,2,29,80,38,152,45,140,27,23,NA,36040
2,D11,algae,66,47,1,1,1,0,1,S,3,24,265,41,331,62,390,50,11,12.16,2640
2,D11,background,581,47,1,1,1,0,1,S,3,24,265,41,331,62,390,50,11,12.16,23240
2,D12,algae,32,48,1,0,1,0,1,S,2,25,265,43,336,56,385,17,48,NA,1280
2,D12,background,521,48,1,0,1,0,1,S,2,25,265,43,336,56,385,17,48,NA,20840
2,E01,algae,365,49,0,0,1,1,1,SL,4,27,85,40,153,31,123,23,25,NA,14600
2,E01,background,936,49,0,0,1,1,1,SL,4,27,85,40,153,31,123,23,25,NA,37440
2,E02,algae,159,50,0,1,1,0,1,S,3,15,168,31,193,24,84,28,31,15.22,6360
2,E02,background,1051,50,0,1,1,0,1,S,3,15,168,31,193,24,84,28,31,15.22,42040
2,E03,algae,720,51,1,1,0,1,0,L,2,46,6,40,5,30,5,69,7,12.51,28800
2,E03,background,577,51,1,1,0,1,0,L,2,46,6,40,5,30,5,69,7,12.51,23080
2,E04,algae,424,52,1,1,0,1,1,SL,2,33,129,31,111,27,83,17,5,13.37,16960
2,E04,background,1060,52,1,1,0,1,1,SL,2,33,129,31,111,27,83,17,5,13.37,42400
2,E05,algae,683,53,1,0,0,1,0,L,2,42,5,49,6,42,6,45,6,NA,27320
2,E05,background,674,53,1,0,0,1,0,L,2,42,5,49,6,42,6,45,6,NA,26960
2,E06,algae,29,54,1,0,0,0,1,S,3,22,261,39,308,46,307,17,60,NA,1160
2,E06,background,545,54,1,0,0,0,1,S,3,22,261,39,308,46,307,17,60,NA,21800
2,E07,algae,668,55,0,0,1,1,0,L,2,35,23,37,5,32,4,36,5,NA,26720
2,E07,background,353,55,0,0,1,1,0,L,2,35,23,37,5,32,4,36,5,NA,14120
2,E08,algae,101,56,0,0,1,0,1,S,3,14,154,24,160,17,55,9,23,NA,4040
2,E08,background,884,56,0,0,1,0,1,S,3,14,154,24,160,17,55,9,23,NA,35360
2,E09,algae,118,57,1,1,1,1,0,L,3,42,5,33,5,22,4,53,14,11.27,4720
2,E09,background,58,57,1,1,1,1,0,L,3,42,5,33,5,22,4,53,14,11.27,2320
2,E10,algae,430,58,0,0,0,1,1,SL,4,26,79,35,114,35,89,23,11,NA,17200
2,E10,background,2621,58,0,0,0,1,1,SL,4,26,79,35,114,35,89,23,11,NA,104840
2,E11,algae,39,59,0,0,0,0,1,S,2,13,158,16,109,15,42,10,18,NA,1560
2,E11,background,1356,59,0,0,0,0,1,S,2,13,158,16,109,15,42,10,18,NA,54240
2,E12,algae,149,60,0,1,1,1,1,SL,3,23,77,16,35,16,43,13,12,16.7,5960
2,E12,background,327,60,0,1,1,1,1,SL,3,23,77,16,35,16,43,13,12,16.7,13080
2,F01,algae,114,61,0,0,0,1,0,L,2,41,5,37,4,27,5,33,4,NA,4560
2,F01,background,76,61,0,0,0,1,0,L,2,41,5,37,4,27,5,33,4,NA,3040
2,F02,algae,55,62,0,0,1,1,0,L,3,35,6,25,3,34,5,38,5,NA,2200
2,F02,background,1129,62,0,0,1,1,0,L,3,35,6,25,3,34,5,38,5,NA,45160
2,F03,algae,63,63,0,0,0,0,1,S,4,13,160,16,107,15,42,9,18,NA,2520
2,F03,background,977,63,0,0,0,0,1,S,4,13,160,16,107,15,42,9,18,NA,39080
2,F04,algae,295,64,0,0,1,0,1,S,1,14,165,23,154,16,54,10,21,NA,11800
2,F04,background,182,64,0,0,1,0,1,S,1,14,165,23,154,16,54,10,21,NA,7280
2,F05,algae,375,65,0,1,1,1,0,L,2,39,4,19,3,24,4,16,3,13.87,15e3
2,F05,background,1153,65,0,1,1,1,0,L,2,39,4,19,3,24,4,16,3,13.87,46120
2,F06,algae,410,66,1,1,1,1,1,SL,3,30,126,37,152,46,214,40,11,16.1,16400
2,F06,background,209,66,1,1,1,1,1,SL,3,30,126,37,152,46,214,40,11,16.1,8360
2,F07,algae,471,67,1,0,1,1,0,L,1,43,5,32,5,19,2,41,4,NA,18840
2,F07,background,295,67,1,0,1,1,0,L,1,43,5,32,5,19,2,41,4,NA,11800
2,F08,algae,118,68,1,1,1,0,1,S,4,23,246,35,275,47,349,26,8,14.52,4720
2,F08,background,733,68,1,1,1,0,1,S,4,23,246,35,275,47,349,26,8,14.52,29320
2,F09,algae,815,69,1,0,0,1,0,L,1,43,4,33,5,34,4,48,5,NA,32600
2,F09,background,847,69,1,0,0,1,0,L,1,43,4,33,5,34,4,48,5,NA,33880
2,F10,algae,457,70,0,0,0,1,1,SL,1,26,79,31,116,36,105,24,18,NA,18280
2,F10,background,1376,70,0,0,0,1,1,SL,1,26,79,31,116,36,105,24,18,NA,55040
2,F11,algae,450,71,1,0,1,1,1,SL,4,35,126,38,173,62,284,43,58,NA,18e3
2,F11,background,526,71,1,0,1,1,1,SL,4,35,126,38,173,62,284,43,58,NA,21040
2,F12,algae,158,72,0,1,0,1,1,SL,4,26,76,27,111,38,194,16,5,14.73,6320
2,F12,background,494,72,0,1,0,1,1,SL,4,26,76,27,111,38,194,16,5,14.73,19760
2,G01,algae,265,73,1,0,0,0,1,S,2,23,253,36,287,44,315,19,55,NA,10600
2,G01,background,1881,73,1,0,0,0,1,S,2,23,253,36,287,44,315,19,55,NA,75240
2,G02,algae,328,74,0,1,1,1,0,L,1,36,4,23,4,15,3,51,6,14.03,13120
2,G02,background,197,74,0,1,1,1,0,L,1,36,4,23,4,15,3,51,6,14.03,7880
2,G03,algae,614,75,0,0,1,1,0,L,1,37,6,25,4,30,4,25,5,NA,24560
2,G03,background,287,75,0,0,1,1,0,L,1,37,6,25,4,30,4,25,5,NA,11480
2,G04,algae,829,76,1,0,1,1,0,L,3,45,5,33,4,33,5,37,3,NA,33160
2,G04,background,404,76,1,0,1,1,0,L,3,45,5,33,4,33,5,37,3,NA,16160
2,G05,algae,273,77,1,1,0,0,1,S,1,24,257,39,308,50,332,98,13,13.7,10920
2,G05,background,1672,77,1,1,0,0,1,S,1,24,257,39,308,50,332,98,13,13.7,66880
2,G06,algae,488,78,1,1,0,1,0,L,1,43,5,24,4,33,3,12,2,14.39,19520
2,G06,background,309,78,1,1,0,1,0,L,1,43,5,24,4,33,3,12,2,14.39,12360
2,G07,algae,497,79,0,0,0,1,1,SL,3,25,76,31,115,36,89,24,20,NA,19880
2,G07,background,2717,79,0,0,0,1,1,SL,3,25,76,31,115,36,89,24,20,NA,108680
2,G08,algae,316,80,0,1,0,1,0,L,1,35,NA,27,5,28,4,35,4,15.54,12640
2,G08,background,127,80,0,1,0,1,0,L,1,35,NA,27,5,28,4,35,4,15.54,5080
2,G09,algae,995,81,1,0,1,1,0,L,4,40,NA,40,5,48,7,43,5,NA,39800
2,G09,background,597,81,1,0,1,1,0,L,4,40,NA,40,5,48,7,43,5,NA,23880
2,G10,algae,148,82,1,1,1,1,1,SL,1,22,NA,20,45,21,49,47,7,17.68,5920
2,G10,background,350,82,1,1,1,1,1,SL,1,22,NA,20,45,21,49,47,7,17.68,14e3
2,G11,algae,29,83,1,1,0,0,1,S,4,16,NA,18,92,17,80,27,6,15.7,1160
2,G11,background,153,83,1,1,0,0,1,S,4,16,NA,18,92,17,80,27,6,15.7,6120
2,G12,algae,101,84,0,1,1,1,0,L,4,31,6,16,3,16,3,15,5,13.15,4040
2,G12,background,213,84,0,1,1,1,0,L,4,31,6,16,3,16,3,15,5,13.15,8520
2,H01,algae,678,85,0,0,0,1,0,L,3,34,5,37,6,34,4,29,4,NA,27120
2,H01,background,803,85,0,0,0,1,0,L,3,34,5,37,6,34,4,29,4,NA,32120
2,H02,algae,161,86,0,1,0,1,1,SL,3,26,75,24,91,27,114,12,5,13.8,6440
2,H02,background,740,86,0,1,0,1,1,SL,3,26,75,24,91,27,114,12,5,13.8,29600
2,H03,algae,669,87,0,0,0,1,0,L,4,36,5,34,5,31,5,27,5,NA,26760
2,H03,background,799,87,0,0,0,1,0,L,4,36,5,34,5,31,5,27,5,NA,31960
2,H04,algae,67,88,0,0,1,0,1,S,2,15,165,24,147,18,52,9,24,NA,2680
